timestamp,BTC: Price,timestamp,BTC: MVRV Ratio,timestamp,Signal Reached,timestamp,MVRV - 1,timestamp,All-time-Average,timestamp,Extreme Upside Deviation μ + 1σ,timestamp,Extreme Downside Deviation μ - 1σ
,,2009-01-03T00:00:00.000Z,1,2009-01-03T00:00:00.000Z,0,2009-01-03T00:00:00.000Z,0,2009-01-03T00:00:00.000Z,0,2009-01-03T00:00:00.000Z,0,2009-01-03T00:00:00.000Z,0
,,2009-01-04T00:00:00.000Z,1,2009-01-04T00:00:00.000Z,0,2009-01-04T00:00:00.000Z,0,2009-01-04T00:00:00.000Z,0,2009-01-04T00:00:00.000Z,0,2009-01-04T00:00:00.000Z,0
,,2009-01-05T00:00:00.000Z,1,2009-01-05T00:00:00.000Z,0,2009-01-05T00:00:00.000Z,0,2009-01-05T00:00:00.000Z,0,2009-01-05T00:00:00.000Z,0,2009-01-05T00:00:00.000Z,0
,,2009-01-06T00:00:00.000Z,1,2009-01-06T00:00:00.000Z,0,2009-01-06T00:00:00.000Z,0,2009-01-06T00:00:00.000Z,0,2009-01-06T00:00:00.000Z,0,2009-01-06T00:00:00.000Z,0
,,2009-01-07T00:00:00.000Z,1,2009-01-07T00:00:00.000Z,0,2009-01-07T00:00:00.000Z,0,2009-01-07T00:00:00.000Z,0,2009-01-07T00:00:00.000Z,0,2009-01-07T00:00:00.000Z,0
,,2009-01-08T00:00:00.000Z,1,2009-01-08T00:00:00.000Z,0,2009-01-08T00:00:00.000Z,0,2009-01-08T00:00:00.000Z,0,2009-01-08T00:00:00.000Z,0,2009-01-08T00:00:00.000Z,0
,,2009-01-09T00:00:00.000Z,1,2009-01-09T00:00:00.000Z,0,2009-01-09T00:00:00.000Z,0,2009-01-09T00:00:00.000Z,0,2009-01-09T00:00:00.000Z,0,2009-01-09T00:00:00.000Z,0
,,2009-01-10T00:00:00.000Z,1,2009-01-10T00:00:00.000Z,0,2009-01-10T00:00:00.000Z,0,2009-01-10T00:00:00.000Z,0,2009-01-10T00:00:00.000Z,0,2009-01-10T00:00:00.000Z,0
,,2009-01-11T00:00:00.000Z,1.0000000000000002,2009-01-11T00:00:00.000Z,2.2204460514707593e-16,2009-01-11T00:00:00.000Z,2.220446049250313e-16,2009-01-11T00:00:00.000Z,2.4671622769447922e-17,2009-01-11T00:00:00.000Z,9.445350982206014e-17,2009-01-11T00:00:00.000Z,-4.51102642831643e-17
,,2009-01-12T00:00:00.000Z,1.0000000000000002,2009-01-12T00:00:00.000Z,2.2204460514707593e-16,2009-01-12T00:00:00.000Z,2.220446049250313e-16,2009-01-12T00:00:00.000Z,4.4408920985006264e-17,2009-01-12T00:00:00.000Z,1.332267629550188e-16,2009-01-12T00:00:00.000Z,-4.4408920985006264e-17
,,2009-01-13T00:00:00.000Z,1,2009-01-13T00:00:00.000Z,0,2009-01-13T00:00:00.000Z,0,2009-01-13T00:00:00.000Z,4.0371746350005693e-17,2009-01-13T00:00:00.000Z,1.2601315318730253e-16,2009-01-13T00:00:00.000Z,-4.5269660487291134e-17
,,2009-01-14T00:00:00.000Z,1,2009-01-14T00:00:00.000Z,0,2009-01-14T00:00:00.000Z,0,2009-01-14T00:00:00.000Z,3.700743415417188e-17,2009-01-14T00:00:00.000Z,1.1975857259574766e-16,2009-01-14T00:00:00.000Z,-4.5743704287403884e-17
,,2009-01-15T00:00:00.000Z,1,2009-01-15T00:00:00.000Z,0,2009-01-15T00:00:00.000Z,0,2009-01-15T00:00:00.000Z,3.416070845000482e-17,2009-01-15T00:00:00.000Z,1.142746710903228e-16,2009-01-15T00:00:00.000Z,-4.595325419031317e-17
,,2009-01-16T00:00:00.000Z,1,2009-01-16T00:00:00.000Z,0,2009-01-16T00:00:00.000Z,0,2009-01-16T00:00:00.000Z,3.172065784643304e-17,2009-01-16T00:00:00.000Z,1.0942008387560552e-16,2009-01-16T00:00:00.000Z,-4.597876818273944e-17
,,2009-01-17T00:00:00.000Z,1,2009-01-17T00:00:00.000Z,0,2009-01-17T00:00:00.000Z,0,2009-01-17T00:00:00.000Z,2.960594732333751e-17,2009-01-17T00:00:00.000Z,1.0508659888338651e-16,2009-01-17T00:00:00.000Z,-4.5874704236711504e-17
,,2009-01-18T00:00:00.000Z,1.0000000000000002,2009-01-18T00:00:00.000Z,2.2204460514707593e-16,2009-01-18T00:00:00.000Z,2.220446049250313e-16,2009-01-18T00:00:00.000Z,4.163336342344337e-17,2009-01-18T00:00:00.000Z,1.2830012050544235e-16,2009-01-18T00:00:00.000Z,-4.503339365855561e-17
,,2009-01-19T00:00:00.000Z,1,2009-01-19T00:00:00.000Z,0,2009-01-19T00:00:00.000Z,0,2009-01-19T00:00:00.000Z,3.918434204559376e-17,2009-01-19T00:00:00.000Z,1.238321954573317e-16,2009-01-19T00:00:00.000Z,-4.546351136614417e-17
,,2009-01-20T00:00:00.000Z,1,2009-01-20T00:00:00.000Z,0,2009-01-20T00:00:00.000Z,0,2009-01-20T00:00:00.000Z,3.700743415417188e-17,2009-01-20T00:00:00.000Z,1.1975857259574766e-16,2009-01-20T00:00:00.000Z,-4.5743704287403884e-17
,,2009-01-21T00:00:00.000Z,1,2009-01-21T00:00:00.000Z,0,2009-01-21T00:00:00.000Z,0,2009-01-21T00:00:00.000Z,3.5059674461847047e-17,2009-01-21T00:00:00.000Z,1.1602652441483922e-16,2009-01-21T00:00:00.000Z,-4.5907175491145126e-17
,,2009-01-22T00:00:00.000Z,1,2009-01-22T00:00:00.000Z,0,2009-01-22T00:00:00.000Z,0,2009-01-22T00:00:00.000Z,3.3306690738754695e-17,2009-01-22T00:00:00.000Z,1.125924734395639e-16,2009-01-22T00:00:00.000Z,-4.597909196205452e-17
,,2009-01-23T00:00:00.000Z,1,2009-01-23T00:00:00.000Z,0,2009-01-23T00:00:00.000Z,0,2009-01-23T00:00:00.000Z,3.172065784643304e-17,2009-01-23T00:00:00.000Z,1.0942008387560552e-16,2009-01-23T00:00:00.000Z,-4.597876818273944e-17
,,2009-01-24T00:00:00.000Z,1.0000000000000002,2009-01-24T00:00:00.000Z,2.2204460514707593e-16,2009-01-24T00:00:00.000Z,2.220446049250313e-16,2009-01-24T00:00:00.000Z,4.0371746350005693e-17,2009-01-24T00:00:00.000Z,1.2601315318730253e-16,2009-01-24T00:00:00.000Z,-4.5269660487291134e-17
,,2009-01-25T00:00:00.000Z,1,2009-01-25T00:00:00.000Z,0,2009-01-25T00:00:00.000Z,0,2009-01-25T00:00:00.000Z,3.8616453030440226e-17,2009-01-25T00:00:00.000Z,1.227790611892772e-16,2009-01-25T00:00:00.000Z,-4.554615512839675e-17
,,2009-01-26T00:00:00.000Z,1,2009-01-26T00:00:00.000Z,0,2009-01-26T00:00:00.000Z,0,2009-01-26T00:00:00.000Z,3.700743415417188e-17,2009-01-26T00:00:00.000Z,1.1975857259574766e-16,2009-01-26T00:00:00.000Z,-4.5743704287403884e-17
,,2009-01-27T00:00:00.000Z,1,2009-01-27T00:00:00.000Z,0,2009-01-27T00:00:00.000Z,0,2009-01-27T00:00:00.000Z,3.552713678800501e-17,2009-01-27T00:00:00.000Z,1.1693003356604664e-16,2009-01-27T00:00:00.000Z,-4.587575999003661e-17
,,2009-01-28T00:00:00.000Z,1,2009-01-28T00:00:00.000Z,0,2009-01-28T00:00:00.000Z,0,2009-01-28T00:00:00.000Z,3.416070845000482e-17,2009-01-28T00:00:00.000Z,1.142746710903228e-16,2009-01-28T00:00:00.000Z,-4.595325419031317e-17
,,2009-01-29T00:00:00.000Z,1,2009-01-29T00:00:00.000Z,0,2009-01-29T00:00:00.000Z,0,2009-01-29T00:00:00.000Z,3.289549702593056e-17,2009-01-29T00:00:00.000Z,1.1177612783192937e-16,2009-01-29T00:00:00.000Z,-4.5985133780068244e-17
,,2009-01-30T00:00:00.000Z,1,2009-01-30T00:00:00.000Z,0,2009-01-30T00:00:00.000Z,0,2009-01-30T00:00:00.000Z,3.172065784643304e-17,2009-01-30T00:00:00.000Z,1.0942008387560552e-16,2009-01-30T00:00:00.000Z,-4.597876818273944e-17
,,2009-01-31T00:00:00.000Z,1.0000000000000002,2009-01-31T00:00:00.000Z,2.2204460514707593e-16,2009-01-31T00:00:00.000Z,2.220446049250313e-16,2009-01-31T00:00:00.000Z,3.828355257328126e-17,2009-01-31T00:00:00.000Z,1.2215861387656563e-16,2009-01-31T00:00:00.000Z,-4.559150873000312e-17
,,2009-02-01T00:00:00.000Z,1.0000000000000002,2009-02-01T00:00:00.000Z,2.2204460514707593e-16,2009-02-01T00:00:00.000Z,2.220446049250313e-16,2009-02-01T00:00:00.000Z,4.4408920985006264e-17,2009-02-01T00:00:00.000Z,1.332267629550188e-16,2009-02-01T00:00:00.000Z,-4.4408920985006264e-17
,,2009-02-02T00:00:00.000Z,1,2009-02-02T00:00:00.000Z,0,2009-02-02T00:00:00.000Z,0,2009-02-02T00:00:00.000Z,4.297637514678025e-17,2009-02-02T00:00:00.000Z,1.3070153356681368e-16,2009-02-02T00:00:00.000Z,-4.474878327325319e-17
,,2009-02-03T00:00:00.000Z,1,2009-02-03T00:00:00.000Z,0,2009-02-03T00:00:00.000Z,0,2009-02-03T00:00:00.000Z,4.163336342344337e-17,2009-02-03T00:00:00.000Z,1.2830012050544235e-16,2009-02-03T00:00:00.000Z,-4.503339365855561e-17
,,2009-02-04T00:00:00.000Z,1,2009-02-04T00:00:00.000Z,0,2009-02-04T00:00:00.000Z,0,2009-02-04T00:00:00.000Z,4.0371746350005693e-17,2009-02-04T00:00:00.000Z,1.2601315318730253e-16,2009-02-04T00:00:00.000Z,-4.5269660487291134e-17
,,2009-02-05T00:00:00.000Z,1.0000000000000002,2009-02-05T00:00:00.000Z,2.2204460514707593e-16,2009-02-05T00:00:00.000Z,2.220446049250313e-16,2009-02-05T00:00:00.000Z,4.5715065719859385e-17,2009-02-05T00:00:00.000Z,1.3549767246034648e-16,2009-02-05T00:00:00.000Z,-4.40675410206277e-17
,,2009-02-06T00:00:00.000Z,1,2009-02-06T00:00:00.000Z,0,2009-02-06T00:00:00.000Z,0,2009-02-06T00:00:00.000Z,4.4408920985006264e-17,2009-02-06T00:00:00.000Z,1.332267629550188e-16,2009-02-06T00:00:00.000Z,-4.4408920985006264e-17
,,2009-02-07T00:00:00.000Z,1,2009-02-07T00:00:00.000Z,0,2009-02-07T00:00:00.000Z,0,2009-02-07T00:00:00.000Z,4.3175339846533866e-17,2009-02-07T00:00:00.000Z,1.3105446881276726e-16,2009-02-07T00:00:00.000Z,-4.470378911969952e-17
,,2009-02-08T00:00:00.000Z,1,2009-02-08T00:00:00.000Z,0,2009-02-08T00:00:00.000Z,0,2009-02-08T00:00:00.000Z,4.200843876960052e-17,2009-02-08T00:00:00.000Z,1.2897416915953077e-16,2009-02-08T00:00:00.000Z,-4.4957291620329743e-17
,,2009-02-09T00:00:00.000Z,1,2009-02-09T00:00:00.000Z,0,2009-02-09T00:00:00.000Z,0,2009-02-09T00:00:00.000Z,4.0902953538821554e-17,2009-02-09T00:00:00.000Z,1.2697982935686892e-16,2009-02-09T00:00:00.000Z,-4.517392227922582e-17
,,2009-02-10T00:00:00.000Z,1,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,3.985415985833895e-17,2009-02-10T00:00:00.000Z,1.2506593793126663e-16,2009-02-10T00:00:00.000Z,-4.535761821458873e-17
,,2009-02-11T00:00:00.000Z,1,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,3.8857805861880476e-17,2009-02-11T00:00:00.000Z,1.2322745131837876e-16,2009-02-11T00:00:00.000Z,-4.5511839594617817e-17
,,2009-02-12T00:00:00.000Z,1,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,3.791005449939559e-17,2009-02-12T00:00:00.000Z,1.2145974535374619e-16,2009-02-12T00:00:00.000Z,-4.563963635495501e-17
,,2009-02-13T00:00:00.000Z,1,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,3.700743415417188e-17,2009-02-13T00:00:00.000Z,1.1975857259574766e-16,2009-02-13T00:00:00.000Z,-4.5743704287403884e-17
,,2009-02-14T00:00:00.000Z,1.0000000000000002,2009-02-14T00:00:00.000Z,2.2204460514707593e-16,2009-02-14T00:00:00.000Z,2.220446049250313e-16,2009-02-14T00:00:00.000Z,4.131062417209885e-17,2009-02-14T00:00:00.000Z,1.2771799396201746e-16,2009-02-14T00:00:00.000Z,-4.5096745617819766e-17
,,2009-02-15T00:00:00.000Z,1.0000000000000002,2009-02-15T00:00:00.000Z,2.2204460514707593e-16,2009-02-15T00:00:00.000Z,2.220446049250313e-16,2009-02-15T00:00:00.000Z,4.5418214643756407e-17,2009-02-15T00:00:00.000Z,1.3498414178989181e-16,2009-02-15T00:00:00.000Z,-4.4147712502378994e-17
,,2009-02-16T00:00:00.000Z,1.0000000000000002,2009-02-16T00:00:00.000Z,2.2204460514707593e-16,2009-02-16T00:00:00.000Z,2.220446049250313e-16,2009-02-16T00:00:00.000Z,4.9343245538895844e-17,2009-02-16T00:00:00.000Z,1.4165600511790083e-16,2009-02-16T00:00:00.000Z,-4.2969514040109144e-17
,,2009-02-17T00:00:00.000Z,1.0000000000000002,2009-02-17T00:00:00.000Z,2.2204460514707593e-16,2009-02-17T00:00:00.000Z,2.220446049250313e-16,2009-02-17T00:00:00.000Z,5.3097622916855314e-17,2009-02-17T00:00:00.000Z,1.4781131328741827e-16,2009-02-17T00:00:00.000Z,-4.161606745370764e-17
,,2009-02-18T00:00:00.000Z,1,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,5.196788625904988e-17,2009-02-18T00:00:00.000Z,1.4598132982403236e-16,2009-02-18T00:00:00.000Z,-4.204555730593261e-17
,,2009-02-19T00:00:00.000Z,1.0000000000000002,2009-02-19T00:00:00.000Z,2.2204460514707593e-16,2009-02-19T00:00:00.000Z,2.220446049250313e-16,2009-02-19T00:00:00.000Z,5.551115123125783e-17,2009-02-19T00:00:00.000Z,1.5165928555043602e-16,2009-02-19T00:00:00.000Z,-4.0636983087920364e-17
,,2009-02-20T00:00:00.000Z,1.0000000000000002,2009-02-20T00:00:00.000Z,2.2204460514707593e-16,2009-02-20T00:00:00.000Z,2.220446049250313e-16,2009-02-20T00:00:00.000Z,5.890979314337566e-17,2009-02-20T00:00:00.000Z,1.5694161459203005e-16,2009-02-20T00:00:00.000Z,-3.912202830527874e-17
,,2009-02-21T00:00:00.000Z,1,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,5.773159728050814e-17,2009-02-21T00:00:00.000Z,1.5512796469368565e-16,2009-02-21T00:00:00.000Z,-3.9664770132669374e-17
,,2009-02-22T00:00:00.000Z,1,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,5.659960517696876e-17,2009-02-22T00:00:00.000Z,1.5336799704251563e-16,2009-02-22T00:00:00.000Z,-4.016878668857811e-17
,,2009-02-23T00:00:00.000Z,1.0000000000000002,2009-02-23T00:00:00.000Z,2.2204460514707593e-16,2009-02-23T00:00:00.000Z,2.220446049250313e-16,2009-02-23T00:00:00.000Z,5.978123978750843e-17,2009-02-23T00:00:00.000Z,1.5827136690700345e-16,2009-02-23T00:00:00.000Z,-3.870888733198661e-17
,,2009-02-24T00:00:00.000Z,1.0000000000000002,2009-02-24T00:00:00.000Z,2.2204460514707593e-16,2009-02-24T00:00:00.000Z,2.220446049250313e-16,2009-02-24T00:00:00.000Z,6.28428127146315e-17,2009-02-24T00:00:00.000Z,1.6286625202618406e-16,2009-02-24T00:00:00.000Z,-3.718062659692105e-17
,,2009-02-25T00:00:00.000Z,1.0000000000000002,2009-02-25T00:00:00.000Z,2.2204460514707593e-16,2009-02-25T00:00:00.000Z,2.220446049250313e-16,2009-02-25T00:00:00.000Z,6.579099405186112e-17,2009-02-25T00:00:00.000Z,1.6718172530249648e-16,2009-02-25T00:00:00.000Z,-3.5599737198774215e-17
,,2009-02-26T00:00:00.000Z,1,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,6.45947941600091e-17,2009-02-26T00:00:00.000Z,1.6544338421906245e-16,2009-02-26T00:00:00.000Z,-3.625379589904424e-17
,,2009-02-27T00:00:00.000Z,1,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,6.344131569286608e-17,2009-02-27T00:00:00.000Z,1.6375084336648612e-16,2009-02-27T00:00:00.000Z,-3.686821198075395e-17
,,2009-02-28T00:00:00.000Z,1.0000000000000002,2009-02-28T00:00:00.000Z,2.2204460514707593e-16,2009-02-28T00:00:00.000Z,2.220446049250313e-16,2009-02-28T00:00:00.000Z,6.622382953904442e-17,2009-02-28T00:00:00.000Z,1.6780654690673116e-16,2009-02-28T00:00:00.000Z,-3.535888782864231e-17
,,2009-03-01T00:00:00.000Z,1.0000000000000002,2009-03-01T00:00:00.000Z,2.2204460514707593e-16,2009-03-01T00:00:00.000Z,2.220446049250313e-16,2009-03-01T00:00:00.000Z,6.891039463190627e-17,2009-03-01T00:00:00.000Z,1.7163594580075895e-16,2009-03-01T00:00:00.000Z,-3.38151565369464e-17
,,2009-03-02T00:00:00.000Z,1,2009-03-02T00:00:00.000Z,0,2009-03-02T00:00:00.000Z,0,2009-03-02T00:00:00.000Z,6.774242184153498e-17,2009-03-02T00:00:00.000Z,1.699813751690802e-16,2009-03-02T00:00:00.000Z,-3.4496531486010236e-17
,,2009-03-03T00:00:00.000Z,1,2009-03-03T00:00:00.000Z,0,2009-03-03T00:00:00.000Z,0,2009-03-03T00:00:00.000Z,6.661338147750939e-17,2009-03-03T00:00:00.000Z,1.6836700245006142e-16,2009-03-03T00:00:00.000Z,-3.5140239495042637e-17
,,2009-03-04T00:00:00.000Z,1.0000000000000002,2009-03-04T00:00:00.000Z,2.2204460514707593e-16,2009-03-04T00:00:00.000Z,2.220446049250313e-16,2009-03-04T00:00:00.000Z,6.91614343209114e-17,2009-03-04T00:00:00.000Z,1.7198954021861588e-16,2009-03-04T00:00:00.000Z,-3.3666671576793095e-17
,,2009-03-05T00:00:00.000Z,1,2009-03-05T00:00:00.000Z,0,2009-03-05T00:00:00.000Z,0,2009-03-05T00:00:00.000Z,6.80459273157354e-17,2009-03-05T00:00:00.000Z,1.7041283028403625e-16,2009-03-05T00:00:00.000Z,-3.4320975652565443e-17
,,2009-03-06T00:00:00.000Z,1,2009-03-06T00:00:00.000Z,0,2009-03-06T00:00:00.000Z,0,2009-03-06T00:00:00.000Z,6.696583323135864e-17,2009-03-06T00:00:00.000Z,1.6887255117950192e-16,2009-03-06T00:00:00.000Z,-3.494088471678462e-17
,,2009-03-07T00:00:00.000Z,1,2009-03-07T00:00:00.000Z,0,2009-03-07T00:00:00.000Z,0,2009-03-07T00:00:00.000Z,6.591949208711867e-17,2009-03-07T00:00:00.000Z,1.6736744987986722e-16,2009-03-07T00:00:00.000Z,-3.552846570562988e-17
,,2009-03-08T00:00:00.000Z,1,2009-03-08T00:00:00.000Z,0,2009-03-08T00:00:00.000Z,0,2009-03-08T00:00:00.000Z,6.490534605500916e-17,2009-03-08T00:00:00.000Z,1.6589632573035668e-16,2009-03-08T00:00:00.000Z,-3.6085633620338355e-17
,,2009-03-09T00:00:00.000Z,1.0000000000000002,2009-03-09T00:00:00.000Z,2.2204460514707593e-16,2009-03-09T00:00:00.000Z,2.220446049250313e-16,2009-03-09T00:00:00.000Z,6.728624391667616e-17,2009-03-09T00:00:00.000Z,1.6933088526032148e-16,2009-03-09T00:00:00.000Z,-3.475839742696917e-17
,,2009-03-10T00:00:00.000Z,1,2009-03-10T00:00:00.000Z,0,2009-03-10T00:00:00.000Z,0,2009-03-10T00:00:00.000Z,6.628197161941232e-17,2009-03-10T00:00:00.000Z,1.6789031005739668e-16,2009-03-10T00:00:00.000Z,-3.5326366818572015e-17
,,2009-03-11T00:00:00.000Z,1,2009-03-11T00:00:00.000Z,0,2009-03-11T00:00:00.000Z,0,2009-03-11T00:00:00.000Z,6.530723674265627e-17,2009-03-11T00:00:00.000Z,1.664807728591094e-16,2009-03-11T00:00:00.000Z,-3.586629937379687e-17
,,2009-03-12T00:00:00.000Z,1,2009-03-12T00:00:00.000Z,0,2009-03-12T00:00:00.000Z,0,2009-03-12T00:00:00.000Z,6.436075505073371e-17,2009-03-12T00:00:00.000Z,1.6510127141439117e-16,2009-03-12T00:00:00.000Z,-3.637976131292374e-17
,,2009-03-13T00:00:00.000Z,1,2009-03-13T00:00:00.000Z,0,2009-03-13T00:00:00.000Z,0,2009-03-13T00:00:00.000Z,6.344131569286608e-17,2009-03-13T00:00:00.000Z,1.6375084336648612e-16,2009-03-13T00:00:00.000Z,-3.686821198075395e-17
,,2009-03-14T00:00:00.000Z,1.0000000000000002,2009-03-14T00:00:00.000Z,2.2204460514707593e-16,2009-03-14T00:00:00.000Z,2.220446049250313e-16,2009-03-14T00:00:00.000Z,6.567516483698109e-17,2009-03-14T00:00:00.000Z,1.6701414427356875e-16,2009-03-14T00:00:00.000Z,-3.566381459960657e-17
,,2009-03-15T00:00:00.000Z,1,2009-03-15T00:00:00.000Z,0,2009-03-15T00:00:00.000Z,0,2009-03-15T00:00:00.000Z,6.47630097698008e-17,2009-03-15T00:00:00.000Z,1.6568887109210039e-16,2009-03-15T00:00:00.000Z,-3.616285155249878e-17
,,2009-03-16T00:00:00.000Z,1.0000000000000002,2009-03-16T00:00:00.000Z,2.2204460514707593e-16,2009-03-16T00:00:00.000Z,2.220446049250313e-16,2009-03-16T00:00:00.000Z,6.691755216918751e-17,2009-03-16T00:00:00.000Z,1.688033835965331e-16,2009-03-16T00:00:00.000Z,-3.496827925815807e-17
,,2009-03-17T00:00:00.000Z,1,2009-03-17T00:00:00.000Z,0,2009-03-17T00:00:00.000Z,0,2009-03-17T00:00:00.000Z,6.601326092365796e-17,2009-03-17T00:00:00.000Z,1.6750285558159169e-16,2009-03-17T00:00:00.000Z,-3.547633373427578e-17
,,2009-03-18T00:00:00.000Z,1,2009-03-18T00:00:00.000Z,0,2009-03-18T00:00:00.000Z,0,2009-03-18T00:00:00.000Z,6.513308411134252e-17,2009-03-18T00:00:00.000Z,1.6622774907046222e-16,2009-03-18T00:00:00.000Z,-3.5961580847777175e-17
,,2009-03-19T00:00:00.000Z,1,2009-03-19T00:00:00.000Z,0,2009-03-19T00:00:00.000Z,0,2009-03-19T00:00:00.000Z,6.427606984671959e-17,2009-03-19T00:00:00.000Z,1.6497731800337452e-16,2009-03-19T00:00:00.000Z,-3.6425178309935325e-17
,,2009-03-20T00:00:00.000Z,1.0000000000000002,2009-03-20T00:00:00.000Z,2.2204460514707593e-16,2009-03-20T00:00:00.000Z,2.220446049250313e-16,2009-03-20T00:00:00.000Z,6.632501186072363e-17,2009-03-20T00:00:00.000Z,1.6795229095909007e-16,2009-03-20T00:00:00.000Z,-3.5302267237642785e-17
,,2009-03-21T00:00:00.000Z,1,2009-03-21T00:00:00.000Z,0,2009-03-21T00:00:00.000Z,0,2009-03-21T00:00:00.000Z,6.547469119584257e-17,2009-03-21T00:00:00.000Z,1.6672372453433101e-16,2009-03-21T00:00:00.000Z,-3.577434214264588e-17
,,2009-03-22T00:00:00.000Z,1,2009-03-22T00:00:00.000Z,0,2009-03-22T00:00:00.000Z,0,2009-03-22T00:00:00.000Z,6.464589763640152e-17,2009-03-22T00:00:00.000Z,1.6551799843480209e-16,2009-03-22T00:00:00.000Z,-3.622620316199906e-17
,,2009-03-23T00:00:00.000Z,1,2009-03-23T00:00:00.000Z,0,2009-03-23T00:00:00.000Z,0,2009-03-23T00:00:00.000Z,6.38378239159465e-17,2009-03-23T00:00:00.000Z,1.6433447375247918e-16,2009-03-23T00:00:00.000Z,-3.6658825920586184e-17
,,2009-03-24T00:00:00.000Z,1,2009-03-24T00:00:00.000Z,0,2009-03-24T00:00:00.000Z,0,2009-03-24T00:00:00.000Z,6.304970263303358e-17,2009-03-24T00:00:00.000Z,1.6317253374401788e-16,2009-03-24T00:00:00.000Z,-3.7073128477950724e-17
,,2009-03-25T00:00:00.000Z,1,2009-03-25T00:00:00.000Z,0,2009-03-25T00:00:00.000Z,0,2009-03-25T00:00:00.000Z,6.228080382043562e-17,2009-03-25T00:00:00.000Z,1.6203158303645187e-16,2009-03-25T00:00:00.000Z,-3.7469975395580636e-17
,,2009-03-26T00:00:00.000Z,1,2009-03-26T00:00:00.000Z,0,2009-03-26T00:00:00.000Z,0,2009-03-26T00:00:00.000Z,6.153043269006892e-17,2009-03-26T00:00:00.000Z,1.609110468484926e-16,2009-03-26T00:00:00.000Z,-3.785018146835477e-17
,,2009-03-27T00:00:00.000Z,1.0000000000000002,2009-03-27T00:00:00.000Z,2.2204460514707593e-16,2009-03-27T00:00:00.000Z,2.220446049250313e-16,2009-03-27T00:00:00.000Z,6.344131569286608e-17,2009-03-27T00:00:00.000Z,1.6375084336648612e-16,2009-03-27T00:00:00.000Z,-3.686821198075395e-17
,,2009-03-28T00:00:00.000Z,1,2009-03-28T00:00:00.000Z,0,2009-03-28T00:00:00.000Z,0,2009-03-28T00:00:00.000Z,6.269494727295002e-17,2009-03-28T00:00:00.000Z,1.6264702771382864e-16,2009-03-28T00:00:00.000Z,-3.7257133167928614e-17
,,2009-03-29T00:00:00.000Z,1.0000000000000002,2009-03-29T00:00:00.000Z,2.2204460514707593e-16,2009-03-29T00:00:00.000Z,2.220446049250313e-16,2009-03-29T00:00:00.000Z,6.454785026890445e-17,2009-03-29T00:00:00.000Z,1.6537481559754092e-16,2009-03-29T00:00:00.000Z,-3.6279115059732e-17
,,2009-03-30T00:00:00.000Z,1,2009-03-30T00:00:00.000Z,0,2009-03-30T00:00:00.000Z,0,2009-03-30T00:00:00.000Z,6.380592095546876e-17,2009-03-30T00:00:00.000Z,1.64287585757856e-16,2009-03-30T00:00:00.000Z,-3.667574384691849e-17
,,2009-03-31T00:00:00.000Z,1,2009-03-31T00:00:00.000Z,0,2009-03-31T00:00:00.000Z,0,2009-03-31T00:00:00.000Z,6.30808536718839e-17,2009-03-31T00:00:00.000Z,1.6321860445516015e-16,2009-03-31T00:00:00.000Z,-3.705689711139235e-17
,,2009-04-01T00:00:00.000Z,1.0000000000000002,2009-04-01T00:00:00.000Z,2.2204460514707593e-16,2009-04-01T00:00:00.000Z,2.220446049250313e-16,2009-04-01T00:00:00.000Z,6.4866963236526e-17,2009-04-01T00:00:00.000Z,1.6584040679973288e-16,2009-04-01T00:00:00.000Z,-3.61064803266809e-17
,,2009-04-02T00:00:00.000Z,1.0000000000000002,2009-04-02T00:00:00.000Z,2.2204460514707593e-16,2009-04-02T00:00:00.000Z,2.220446049250313e-16,2009-04-02T00:00:00.000Z,6.661338147750939e-17,2009-04-02T00:00:00.000Z,1.6836700245006142e-16,2009-04-02T00:00:00.000Z,-3.5140239495042637e-17
,,2009-04-03T00:00:00.000Z,1,2009-04-03T00:00:00.000Z,0,2009-04-03T00:00:00.000Z,0,2009-04-03T00:00:00.000Z,6.588136629643786e-17,2009-04-03T00:00:00.000Z,1.6731236513864785e-16,2009-04-03T00:00:00.000Z,-3.554963254577211e-17
,,2009-04-04T00:00:00.000Z,1.0000000000000002,2009-04-04T00:00:00.000Z,2.2204460514707593e-16,2009-04-04T00:00:00.000Z,2.220446049250313e-16,2009-04-04T00:00:00.000Z,6.75787928032704e-17,2009-04-04T00:00:00.000Z,1.6974832403722182e-16,2009-04-04T00:00:00.000Z,-3.4590738430681014e-17
