timestamp,hodl_waves_5y_7y:rsi_30,seller_exhaustion:diff_ xover_10_30,hodl_waves_3y_5y:zscore_30,mvrv_by_wallet_size_less_0001:rsi_30,hodl_waves_5y_7y:zscore_30,LTH_NUPL:zscore_30
2009-02-02T00:00:00.000Z,100.0,,,,,
2009-02-03T00:00:00.000Z,100.0,,,,,
2009-02-04T00:00:00.000Z,100.0,,,,,
2009-02-05T00:00:00.000Z,100.0,,,,,
2009-02-06T00:00:00.000Z,100.0,,,,,
2009-02-07T00:00:00.000Z,100.0,,,,,
2009-02-08T00:00:00.000Z,100.0,,,,,
2009-02-09T00:00:00.000Z,100.0,,,,,
2009-02-10T00:00:00.000Z,100.0,,,,,
2009-02-11T00:00:00.000Z,100.0,,,,,
2009-02-12T00:00:00.000Z,100.0,,,,,
2009-02-13T00:00:00.000Z,100.0,,,,,
2009-02-14T00:00:00.000Z,100.0,,,,,
2009-02-15T00:00:00.000Z,100.0,,,,,
2009-02-16T00:00:00.000Z,100.0,,,,,
2009-02-17T00:00:00.000Z,100.0,,,,,
2009-02-18T00:00:00.000Z,100.0,,,,,
2009-02-19T00:00:00.000Z,100.0,,,,,
2009-02-20T00:00:00.000Z,100.0,,,,,
2009-02-21T00:00:00.000Z,100.0,,,,,
2009-02-22T00:00:00.000Z,100.0,,,,,
2009-02-23T00:00:00.000Z,100.0,,,,,
2009-02-24T00:00:00.000Z,100.0,,,,,
2009-02-25T00:00:00.000Z,100.0,,,,,
2009-02-26T00:00:00.000Z,100.0,,,,,
2009-02-27T00:00:00.000Z,100.0,,,,,
2009-02-28T00:00:00.000Z,100.0,,,,,
2009-03-01T00:00:00.000Z,100.0,,,,,
2009-03-02T00:00:00.000Z,100.0,,,,,
2009-03-03T00:00:00.000Z,100.0,,,,,
2009-03-04T00:00:00.000Z,100.0,,,,,
2009-03-05T00:00:00.000Z,100.0,,,,,
2009-03-06T00:00:00.000Z,100.0,,,,,
2009-03-07T00:00:00.000Z,100.0,,,,,
2009-03-08T00:00:00.000Z,100.0,,,,,
2009-03-09T00:00:00.000Z,100.0,,,,,
2009-03-10T00:00:00.000Z,100.0,,,,,
2009-03-11T00:00:00.000Z,100.0,,,,,
2009-03-12T00:00:00.000Z,100.0,,,,,
2009-03-13T00:00:00.000Z,100.0,,,,,
2009-03-14T00:00:00.000Z,100.0,,,,,
2009-03-15T00:00:00.000Z,100.0,,,,,
2009-03-16T00:00:00.000Z,100.0,,,,,
2009-03-17T00:00:00.000Z,100.0,,,,,
2009-03-18T00:00:00.000Z,100.0,,,,,
2009-03-19T00:00:00.000Z,100.0,,,,,
2009-03-20T00:00:00.000Z,100.0,,,,,
2009-03-21T00:00:00.000Z,100.0,,,,,
2009-03-22T00:00:00.000Z,100.0,,,,,
2009-03-23T00:00:00.000Z,100.0,,,,,
2009-03-24T00:00:00.000Z,100.0,,,,,
2009-03-25T00:00:00.000Z,100.0,,,,,
2009-03-26T00:00:00.000Z,100.0,,,,,
2009-03-27T00:00:00.000Z,100.0,,,,,
2009-03-28T00:00:00.000Z,100.0,,,,,
2009-03-29T00:00:00.000Z,100.0,,,,,
2009-03-30T00:00:00.000Z,100.0,,,,,
2009-03-31T00:00:00.000Z,100.0,,,,,
2009-04-01T00:00:00.000Z,100.0,,,,,
2009-04-02T00:00:00.000Z,100.0,,,,,
2009-04-03T00:00:00.000Z,100.0,,,,,
2009-04-04T00:00:00.000Z,100.0,,,,,
2009-04-05T00:00:00.000Z,100.0,,,,,
2009-04-06T00:00:00.000Z,100.0,,,,,
2009-04-07T00:00:00.000Z,100.0,,,,,
2009-04-08T00:00:00.000Z,100.0,,,,,
2009-04-09T00:00:00.000Z,100.0,,,,,
2009-04-10T00:00:00.000Z,100.0,,,,,
2009-04-11T00:00:00.000Z,100.0,,,,,
2009-04-12T00:00:00.000Z,100.0,,,,,
2009-04-13T00:00:00.000Z,100.0,,,,,
2009-04-14T00:00:00.000Z,100.0,,,,,
2009-04-15T00:00:00.000Z,100.0,,,,,
2009-04-16T00:00:00.000Z,100.0,,,,,
2009-04-17T00:00:00.000Z,100.0,,,,,
2009-04-18T00:00:00.000Z,100.0,,,,,
2009-04-19T00:00:00.000Z,100.0,,,,,
2009-04-20T00:00:00.000Z,100.0,,,,,
2009-04-21T00:00:00.000Z,100.0,,,,,
2009-04-22T00:00:00.000Z,100.0,,,,,
2009-04-23T00:00:00.000Z,100.0,,,,,
2009-04-24T00:00:00.000Z,100.0,,,,,
2009-04-25T00:00:00.000Z,100.0,,,,,
2009-04-26T00:00:00.000Z,100.0,,,,,
2009-04-27T00:00:00.000Z,100.0,,,,,
2009-04-28T00:00:00.000Z,100.0,,,,,
2009-04-29T00:00:00.000Z,100.0,,,,,
2009-04-30T00:00:00.000Z,100.0,,,,,
2009-05-01T00:00:00.000Z,100.0,,,,,
2009-05-02T00:00:00.000Z,100.0,,,,,
2009-05-03T00:00:00.000Z,100.0,,,,,
2009-05-04T00:00:00.000Z,100.0,,,,,
2009-05-05T00:00:00.000Z,100.0,,,,,
2009-05-06T00:00:00.000Z,100.0,,,,,
2009-05-07T00:00:00.000Z,100.0,,,,,
2009-05-08T00:00:00.000Z,100.0,,,,,
2009-05-09T00:00:00.000Z,100.0,,,,,
2009-05-10T00:00:00.000Z,100.0,,,,,
2009-05-11T00:00:00.000Z,100.0,,,,,
2009-05-12T00:00:00.000Z,100.0,,,,,
2009-05-13T00:00:00.000Z,100.0,,,,,
2009-05-14T00:00:00.000Z,100.0,,,,,
2009-05-15T00:00:00.000Z,100.0,,,,,
2009-05-16T00:00:00.000Z,100.0,,,,,
2009-05-17T00:00:00.000Z,100.0,,,,,
2009-05-18T00:00:00.000Z,100.0,,,,,
2009-05-19T00:00:00.000Z,100.0,,,,,
2009-05-20T00:00:00.000Z,100.0,,,,,
2009-05-21T00:00:00.000Z,100.0,,,,,
2009-05-22T00:00:00.000Z,100.0,,,,,
2009-05-23T00:00:00.000Z,100.0,,,,,
2009-05-24T00:00:00.000Z,100.0,,,,,
2009-05-25T00:00:00.000Z,100.0,,,,,
2009-05-26T00:00:00.000Z,100.0,,,,,
2009-05-27T00:00:00.000Z,100.0,,,,,
2009-05-28T00:00:00.000Z,100.0,,,,,
2009-05-29T00:00:00.000Z,100.0,,,,,
2009-05-30T00:00:00.000Z,100.0,,,,,
2009-05-31T00:00:00.000Z,100.0,,,,,
2009-06-01T00:00:00.000Z,100.0,,,,,
2009-06-02T00:00:00.000Z,100.0,,,,,
2009-06-03T00:00:00.000Z,100.0,,,,,
2009-06-04T00:00:00.000Z,100.0,,,,,
2009-06-05T00:00:00.000Z,100.0,,,,,
2009-06-06T00:00:00.000Z,100.0,,,,,
2009-06-07T00:00:00.000Z,100.0,,,,,
2009-06-08T00:00:00.000Z,100.0,,,,,
2009-06-09T00:00:00.000Z,100.0,,,,,
2009-06-10T00:00:00.000Z,100.0,,,,,
2009-06-11T00:00:00.000Z,100.0,,,,,
2009-06-12T00:00:00.000Z,100.0,,,,,
2009-06-13T00:00:00.000Z,100.0,,,,,
2009-06-14T00:00:00.000Z,100.0,,,,,
2009-06-15T00:00:00.000Z,100.0,,,,,
2009-06-16T00:00:00.000Z,100.0,,,,,
2009-06-17T00:00:00.000Z,100.0,,,,,
2009-06-18T00:00:00.000Z,100.0,,,,,
2009-06-19T00:00:00.000Z,100.0,,,,,
2009-06-20T00:00:00.000Z,100.0,,,,,
2009-06-21T00:00:00.000Z,100.0,,,,,
2009-06-22T00:00:00.000Z,100.0,,,,,
2009-06-23T00:00:00.000Z,100.0,,,,,
2009-06-24T00:00:00.000Z,100.0,,,,,
2009-06-25T00:00:00.000Z,100.0,,,,,
2009-06-26T00:00:00.000Z,100.0,,,,,
2009-06-27T00:00:00.000Z,100.0,,,,,
2009-06-28T00:00:00.000Z,100.0,,,,,
2009-06-29T00:00:00.000Z,100.0,,,,,
2009-06-30T00:00:00.000Z,100.0,,,,,
2009-07-01T00:00:00.000Z,100.0,,,,,
2009-07-02T00:00:00.000Z,100.0,,,,,
2009-07-03T00:00:00.000Z,100.0,,,,,
2009-07-04T00:00:00.000Z,100.0,,,,,
2009-07-05T00:00:00.000Z,100.0,,,,,
2009-07-06T00:00:00.000Z,100.0,,,,,-0.2627691364061218
2009-07-07T00:00:00.000Z,100.0,,,,,-0.2627691364061218
2009-07-08T00:00:00.000Z,100.0,,,,,-0.2627691364061218
2009-07-09T00:00:00.000Z,100.0,,,,,-3.2307627141831086
2009-07-10T00:00:00.000Z,100.0,,,,,-0.10421815207042284
2009-07-11T00:00:00.000Z,100.0,,,,,-0.10421815207042284
2009-07-12T00:00:00.000Z,100.0,,,,,-0.10421815207042284
2009-07-13T00:00:00.000Z,100.0,,,,,-0.10421815207042284
2009-07-14T00:00:00.000Z,100.0,,,,,-2.692582403567252
2009-07-15T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-16T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-17T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-18T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-19T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-20T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-21T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-22T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-23T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-24T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-25T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-26T00:00:00.000Z,100.0,,,,,0.10421815207042284
2009-07-27T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-07-28T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-07-29T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-07-30T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-07-31T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-01T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-02T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-03T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-04T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-05T00:00:00.000Z,100.0,,,,,0.2627691364061218
2009-08-06T00:00:00.000Z,100.0,,,,,3.2307627141831086
2009-08-07T00:00:00.000Z,100.0,,,,,2.692582403567252
2009-08-08T00:00:00.000Z,100.0,,,,,-0.10421815207042284
2009-08-09T00:00:00.000Z,100.0,,,,,2.5560386016907755
2009-08-10T00:00:00.000Z,100.0,,,,,-0.18257418583505539
2009-08-11T00:00:00.000Z,100.0,,,,,-0.18257418583505539
2009-08-12T00:00:00.000Z,100.0,,,,,-0.18257418583505539
2009-08-13T00:00:00.000Z,100.0,,,,,2.506657801402763
